Year,State,Category,Type,Vehicles
1915,Wisconsin,Bus,,0
1915,Wisconsin,Truck,,3000
1915,Wisconsin,Motorcycle,,8601
1915,Wyoming,Auto,,3776
1915,Wyoming,Bus,,0
1915,Wyoming,Truck,,200
1915,Wyoming,Motorcycle,,0
1916,Alabama,Auto,,17745
1916,Alabama,Bus,,0
1916,Alabama,Truck,,3891
1916,Alabama,Motorcycle,,1398
1916,Alaska,Auto,,0
1916,Alaska,Bus,,0
1916,Alaska,Truck,,0
1916,Alaska,Motorcycle,,0
1916,Arizona,Auto,,11600
1916,Arizona,Bus,,0
1916,Arizona,Truck,,700
1916,Arizona,Motorcycle,,1200
1916,Arkansas,Auto,,14900
1916,Arkansas,Bus,,0
1916,Arkansas,Truck,,100
1916,Arkansas,Motorcycle,,0
1916,California,Auto,,219440
1916,California,Bus,,0
1916,California,Truck,,13000
1916,California,Motorcycle,,30994
1916,Colorado,Auto,,41296
1916,Colorado,Bus,,0
1916,Colorado,Truck,,2000
1916,Colorado,Motorcycle,,4731
1916,Connecticut,Auto,,48289
1916,Connecticut,Bus,,0
1916,Connecticut,Truck,,7759
1916,Connecticut,Motorcycle,,4900
1916,Delaware,Auto,,6302
1916,Delaware,Bus,,0
1916,Delaware,Truck,,800
1916,Delaware,Motorcycle,,694
1916,District of Columbia,Auto,,21000
1916,District of Columbia,Bus,,0
1916,District of Columbia,Truck,,1500
1916,District of Columbia,Motorcycle,,921
1916,Florida,Auto,,19518
1916,Florida,Bus,,0
1916,Florida,Truck,,1200
1916,Florida,Motorcycle,,700
1916,Georgia,Auto,,44025
1916,Georgia,Bus,,0
1916,Georgia,Truck,,2000
1916,Georgia,Motorcycle,,1852
1916,Hawaii,Auto,,0
1916,Hawaii,Bus,,0
1916,Hawaii,Truck,,0
1916,Hawaii,Motorcycle,,0
1916,Idaho,Auto,,12499
1916,Idaho,Bus,,0
1916,Idaho,Truck,,500
1916,Idaho,Motorcycle,,754
1916,Illinois,Auto,,238429
1916,Illinois,Bus,,0
1916,Illinois,Truck,,10000
1916,Illinois,Motorcycle,,14931
1916,Indiana,Auto,,133065
1916,Indiana,Bus,,0
1916,Indiana,Truck,,6000
1916,Indiana,Motorcycle,,10670
1916,Iowa,Auto,,191587
1916,Iowa,Bus,,0
1916,Iowa,Truck,,7000
1916,Iowa,Motorcycle,,6922
1916,Kansas,Auto,,108122
1916,Kansas,Bus,,0
1916,Kansas,Truck,,4000
1916,Kansas,Motorcycle,,7211
1916,Kentucky,Auto,,29500
1916,Kentucky,Bus,,0
1916,Kentucky,Truck,,2000
1916,Kentucky,Motorcycle,,1590
1916,Louisiana,Auto,,16200
1916,Louisiana,Bus,,0
1916,Louisiana,Truck,,800
1916,Louisiana,Motorcycle,,900
1916,Maine,Auto,,28981
1916,Maine,Bus,,0
1916,Maine,Truck,,1991
1916,Maine,Motorcycle,,1284
1916,Maryland,Auto,,37419
1916,Maryland,Bus,,0
1916,Maryland,Truck,,6826
1916,Maryland,Motorcycle,,5115
1916,Massachusetts,Auto,,118455
1916,Massachusetts,Bus,,0
1916,Massachusetts,Truck,,18354
1916,Massachusetts,Motorcycle,,10713
1916,Michigan,Auto,,148635
1916,Michigan,Bus,,0
1916,Michigan,Truck,,11417
1916,Michigan,Motorcycle,,8951
1916,Minnesota,Auto,,134000
1916,Minnesota,Bus,,0
1916,Minnesota,Truck,,4000
1916,Minnesota,Motorcycle,,2200
1916,Mississippi,Auto,,24000
1916,Mississippi,Bus,,0
1916,Mississippi,Truck,,1000
1916,Mississippi,Motorcycle,,800
1916,Missouri,Auto,,96587
1916,Missouri,Bus,,0
1916,Missouri,Truck,,7000
1916,Missouri,Motorcycle,,4278
1916,Montana,Auto,,22270
1916,Montana,Bus,,0
1916,Montana,Truck,,2235
1916,Montana,Motorcycle,,695
1916,Nebraska,Auto,,98200
1916,Nebraska,Bus,,0
1916,Nebraska,Truck,,3000
1916,Nebraska,Motorcycle,,3867
1916,Nevada,Auto,,4672
1916,Nevada,Bus,,0
1916,Nevada,Truck,,247
1916,Nevada,Motorcycle,,200
1916,New Hampshire,Auto,,15508
1916,New Hampshire,Bus,,0
1916,New Hampshire,Truck,,2000
1916,New Hampshire,Motorcycle,,1919
1916,New Jersey,Auto,,95314
1916,New Jersey,Bus,,0
1916,New Jersey,Truck,,14100
1916,New Jersey,Motorcycle,,12209
1916,New Mexico,Auto,,11787
1916,New Mexico,Bus,,0
1916,New Mexico,Truck,,600
1916,New Mexico,Motorcycle,,364
1916,New York,Auto,,279119
1916,New York,Bus,,0
1916,New York,Truck,,35103
1916,New York,Motorcycle,,25842
1916,North Carolina,Auto,,32404
1916,North Carolina,Bus,,0
1916,North Carolina,Truck,,1500
1916,North Carolina,Motorcycle,,1750
1916,North Dakota,Auto,,40046
1916,North Dakota,Bus,,0
1916,North Dakota,Truck,,400
1916,North Dakota,Motorcycle,,1315
1916,Ohio,Auto,,234431
1916,Ohio,Bus,,0
1916,Ohio,Truck,,18000
1916,Ohio,Motorcycle,,21933
1916,Oklahoma,Auto,,51718
1916,Oklahoma,Bus,,0
1916,Oklahoma,Truck,,1000
1916,Oklahoma,Motorcycle,,2058
1916,Oregon,Auto,,31917
1916,Oregon,Bus,,0
1916,Oregon,Truck,,2000
1916,Oregon,Motorcycle,,3368
1916,Pennsylvania,Auto,,202017
1916,Pennsylvania,Bus,,0
1916,Pennsylvania,Truck,,28561
1916,Pennsylvania,Motorcycle,,21439
1916,Rhode Island,Auto,,18551
1916,Rhode Island,Bus,,0
1916,Rhode Island,Truck,,2855
1916,Rhode Island,Motorcycle,,1330
1916,South Carolina,Auto,,23000
1916,South Carolina,Bus,,0
1916,South Carolina,Truck,,2000
1916,South Carolina,Motorcycle,,1000
1916,South Dakota,Auto,,43271
1916,South Dakota,Bus,,0
1916,South Dakota,Truck,,1000
1916,South Dakota,Motorcycle,,1819
1916,Tennessee,Auto,,27500
1916,Tennessee,Bus,,0
1916,Tennessee,Truck,,2500
1916,Tennessee,Motorcycle,,1800
1916,Texas,Auto,,122000
1916,Texas,Bus,,0
1916,Texas,Truck,,3000
1916,Texas,Motorcycle,,5000
1916,Utah,Auto,,12507
1916,Utah,Bus,,0
1916,Utah,Truck,,1000
1916,Utah,Motorcycle,,1423
1916,Vermont,Auto,,14943
1916,Vermont,Bus,,0
1916,Vermont,Truck,,728
1916,Vermont,Motorcycle,,725
1916,Virginia,Auto,,33426
1916,Virginia,Bus,,0
1916,Virginia,Truck,,2000
1916,Virginia,Motorcycle,,1927
1916,Washington,Auto,,53953
1916,Washington,Bus,,0
1916,Washington,Truck,,6781
1916,Washington,Motorcycle,,6170
1916,West Virginia,Auto,,19571
1916,West Virginia,Bus,,0
1916,West Virginia,Truck,,1000
1916,West Virginia,Motorcycle,,0
1916,Wisconsin,Auto,,111645
1916,Wisconsin,Bus,,0
1916,Wisconsin,Truck,,4000
1916,Wisconsin,Motorcycle,,8958
1916,Wyoming,Auto,,6525
1916,Wyoming,Bus,,0
1916,Wyoming,Truck,,600
1916,Wyoming,Motorcycle,,0
1917,Alabama,Auto,,26952
1917,Alabama,Bus,,0
1917,Alabama,Truck,,5921
1917,Alabama,Motorcycle,,1240
1917,Alaska,Auto,,0
1917,Alaska,Bus,,0
1917,Alaska,Truck,,0
1917,Alaska,Motorcycle,,0
1917,Arizona,Auto,,18340
1917,Arizona,Bus,,0
1917,Arizona,Truck,,1550
1917,Arizona,Motorcycle,,868
1917,Arkansas,Auto,,28393
1917,Arkansas,Bus,,0
1917,Arkansas,Truck,,300
1917,Arkansas,Motorcycle,,0
1917,California,Auto,,289800
1917,California,Bus,,0
1917,California,Truck,,25000
1917,California,Motorcycle,,30489
1917,Colorado,Auto,,61600
1917,Colorado,Bus,,0
1917,Colorado,Truck,,2400
1917,Colorado,Motorcycle,,4504
1917,Connecticut,Auto,,62723
1917,Connecticut,Bus,,0
1917,Connecticut,Truck,,13960
1917,Connecticut,Motorcycle,,4925
1917,Delaware,Auto,,9500
1917,Delaware,Bus,,0
1917,Delaware,Truck,,1200
1917,Delaware,Motorcycle,,730
1917,District of Columbia,Auto,,23000
1917,District of Columbia,Bus,,0
1917,District of Columbia,Truck,,4000
1917,District of Columbia,Motorcycle,,0
1917,Florida,Auto,,25000
1917,Florida,Bus,,0
1917,Florida,Truck,,2000
1917,Florida,Motorcycle,,800
1917,Georgia,Auto,,66824
1917,Georgia,Bus,,0
1917,Georgia,Truck,,3500
1917,Georgia,Motorcycle,,1600
1917,Hawaii,Auto,,0
1917,Hawaii,Bus,,0
1917,Hawaii,Truck,,0
1917,Hawaii,Motorcycle,,0
1917,Idaho,Auto,,23771
1917,Idaho,Bus,,0
1917,Idaho,Truck,,960
1917,Idaho,Motorcycle,,752
1917,Illinois,Auto,,328292
1917,Illinois,Bus,,0
1917,Illinois,Truck,,12000
1917,Illinois,Motorcycle,,13740
1917,Indiana,Auto,,184194
1917,Indiana,Bus,,0
1917,Indiana,Truck,,8000
1917,Indiana,Motorcycle,,10315
1917,Iowa,Auto,,244962
1917,Iowa,Bus,,0
1917,Iowa,Truck,,9500
1917,Iowa,Motorcycle,,4187
1917,Kansas,Auto,,153343
1917,Kansas,Bus,,0
1917,Kansas,Truck,,6000
1917,Kansas,Motorcycle,,5599
1917,Kentucky,Auto,,44420
1917,Kentucky,Bus,,0
1917,Kentucky,Truck,,3000
1917,Kentucky,Motorcycle,,1450
1917,Louisiana,Auto,,26894
1917,Louisiana,Bus,,0
1917,Louisiana,Truck,,1500
1917,Louisiana,Motorcycle,,382
1917,Maine,Auto,,38117
1917,Maine,Bus,,0
1917,Maine,Truck,,3382
1917,Maine,Motorcycle,,1516
1917,Maryland,Auto,,53987
1917,Maryland,Bus,,0
1917,Maryland,Truck,,10007
1917,Maryland,Motorcycle,,5436
1917,Massachusetts,Auto,,147310
1917,Massachusetts,Bus,,0
1917,Massachusetts,Truck,,26964
1917,Massachusetts,Motorcycle,,11065
1917,Michigan,Auto,,226693
1917,Michigan,Bus,,0
1917,Michigan,Truck,,20313
1917,Michigan,Motorcycle,,8727
1917,Minnesota,Auto,,187000
1917,Minnesota,Bus,,0
1917,Minnesota,Truck,,5000
1917,Minnesota,Motorcycle,,11000
1917,Mississippi,Auto,,35000
1917,Mississippi,Bus,,0
1917,Mississippi,Truck,,1600
1917,Mississippi,Motorcycle,,900
1917,Missouri,Auto,,138528
1917,Missouri,Bus,,0
1917,Missouri,Truck,,9000
1917,Missouri,Motorcycle,,4179
1917,Montana,Auto,,38024
1917,Montana,Bus,,0
1917,Montana,Truck,,3872
1917,Montana,Motorcycle,,923
1917,Nebraska,Auto,,144101
1917,Nebraska,Bus,,0
1917,Nebraska,Truck,,4000
1917,Nebraska,Motorcycle,,3500
1917,Nevada,Auto,,6885
1917,Nevada,Bus,,0
1917,Nevada,Truck,,275
1917,Nevada,Motorcycle,,215
1917,New Hampshire,Auto,,19867
1917,New Hampshire,Bus,,0
1917,New Hampshire,Truck,,2400
1917,New Hampshire,Motorcycle,,2218
1917,New Jersey,Auto,,119618
1917,New Jersey,Bus,,0
1917,New Jersey,Truck,,22300
1917,New Jersey,Motorcycle,,13198
1917,New Mexico,Auto,,15250
1917,New Mexico,Bus,,0
1917,New Mexico,Truck,,1000
1917,New Mexico,Motorcycle,,345
1917,New York,Auto,,350614
1917,New York,Bus,,0
1917,New York,Truck,,55402
1917,New York,Motorcycle,,28775
1917,North Carolina,Auto,,53950
1917,North Carolina,Bus,,0
1917,North Carolina,Truck,,2000
1917,North Carolina,Motorcycle,,1245
1917,North Dakota,Auto,,56393
1917,North Dakota,Bus,,0
1917,North Dakota,Truck,,600
1917,North Dakota,Motorcycle,,1834
1917,Ohio,Auto,,320772
1917,Ohio,Bus,,0
1917,Ohio,Truck,,26000
1917,Ohio,Motorcycle,,21892
1917,Oklahoma,Auto,,98199
1917,Oklahoma,Bus,,0
1917,Oklahoma,Truck,,2000
1917,Oklahoma,Motorcycle,,2368
1917,Oregon,Auto,,45632
1917,Oregon,Bus,,0
1917,Oregon,Truck,,3000
1917,Oregon,Motorcycle,,3400
1917,Pennsylvania,Auto,,280958
1917,Pennsylvania,Bus,,0
1917,Pennsylvania,Truck,,45049
1917,Pennsylvania,Motorcycle,,24567
1917,Rhode Island,Auto,,30267
1917,Rhode Island,Bus,,0
1917,Rhode Island,Truck,,6779
1917,Rhode Island,Motorcycle,,1133
1917,South Carolina,Auto,,35332
1917,South Carolina,Bus,,0
1917,South Carolina,Truck,,3000
1917,South Carolina,Motorcycle,,1250
1917,South Dakota,Auto,,65158
1917,South Dakota,Bus,,0
1917,South Dakota,Truck,,2000
1917,South Dakota,Motorcycle,,1554
1917,Tennessee,Auto,,44000
1917,Tennessee,Bus,,0
1917,Tennessee,Truck,,4000
1917,Tennessee,Motorcycle,,1000
1917,Texas,Auto,,187961
1917,Texas,Bus,,0
1917,Texas,Truck,,5000
1917,Texas,Motorcycle,,3468
1917,Utah,Auto,,21576
1917,Utah,Bus,,0
1917,Utah,Truck,,2500
1917,Utah,Motorcycle,,1385
1917,Vermont,Auto,,20367
1917,Vermont,Bus,,0
1917,Vermont,Truck,,1266
1917,Vermont,Motorcycle,,758
1917,Virginia,Auto,,52661
1917,Virginia,Bus,,0
1917,Virginia,Truck,,3000
1917,Virginia,Motorcycle,,2135
1917,Washington,Auto,,79680
1917,Washington,Bus,,0
1917,Washington,Truck,,11657
1917,Washington,Motorcycle,,6320
1917,West Virginia,Auto,,29500
1917,West Virginia,Bus,,0
1917,West Virginia,Truck,,1800
1917,West Virginia,Motorcycle,,825
1917,Wisconsin,Auto,,154637
1917,Wisconsin,Bus,,0
1917,Wisconsin,Truck,,4000
1917,Wisconsin,Motorcycle,,8458
1917,Wyoming,Auto,,11423
1917,Wyoming,Bus,,0
1917,Wyoming,Truck,,1100
1917,Wyoming,Motorcycle,,352
1918,Alabama,Auto,,37874
1918,Alabama,Bus,,0
1918,Alabama,Truck,,8297
1918,Alabama,Motorcycle,,1180
1918,Alaska,Auto,,0
1918,Alaska,Bus,,0
1918,Alaska,Truck,,0
1918,Alaska,Motorcycle,,0
1918,Arizona,Auto,,21498
1918,Arizona,Bus,,0
1918,Arizona,Truck,,2407
1918,Arizona,Motorcycle,,685
1918,Arkansas,Auto,,41058
1918,Arkansas,Bus,,0
1918,Arkansas,Truck,,400
1918,Arkansas,Motorcycle,,0
1918,California,Auto,,365462
1918,California,Bus,,0
1918,California,Truck,,43000
1918,California,Motorcycle,,27887
1918,Colorado,Auto,,78244
1918,Colorado,Bus,,0
1918,Colorado,Truck,,5000
1918,Colorado,Motorcycle,,3872
1918,Connecticut,Auto,,74248
1918,Connecticut,Bus,,0
1918,Connecticut,Truck,,15260
1918,Connecticut,Motorcycle,,4246
1918,Delaware,Auto,,11155
1918,Delaware,Bus,,0
1918,Delaware,Truck,,1800
1918,Delaware,Motorcycle,,707
1918,District of Columbia,Auto,,25359
1918,District of Columbia,Bus,,0
1918,District of Columbia,Truck,,5131
1918,District of Columbia,Motorcycle,,2353
1918,Florida,Auto,,49306
1918,Florida,Bus,,0
1918,Florida,Truck,,5031
1918,Florida,Motorcycle,,1629
1918,Georgia,Auto,,99676
1918,Georgia,Bus,,0
1918,Georgia,Truck,,5000
1918,Georgia,Motorcycle,,1681
1918,Hawaii,Auto,,0
1918,Hawaii,Bus,,0
1918,Hawaii,Truck,,0
1918,Hawaii,Motorcycle,,0
1918,Idaho,Auto,,30289
1918,Idaho,Bus,,0
1918,Idaho,Truck,,2000
1918,Idaho,Motorcycle,,707
1918,Illinois,Auto,,364620
1918,Illinois,Bus,,0
1918,Illinois,Truck,,25000
1918,Illinois,Motorcycle,,10834
1918,Indiana,Auto,,212160
1918,Indiana,Bus,,0
1918,Indiana,Truck,,15000
1918,Indiana,Motorcycle,,9112
1918,Iowa,Auto,,262313
1918,Iowa,Bus,,0
1918,Iowa,Truck,,16000
1918,Iowa,Motorcycle,,2529
1918,Kansas,Auto,,178163
1918,Kansas,Bus,,0
1918,Kansas,Truck,,11000
1918,Kansas,Motorcycle,,4173
1918,Kentucky,Auto,,59884
1918,Kentucky,Bus,,0
1918,Kentucky,Truck,,6000
1918,Kentucky,Motorcycle,,1479
1918,Louisiana,Auto,,36000
1918,Louisiana,Bus,,0
1918,Louisiana,Truck,,4000
1918,Louisiana,Motorcycle,,399
1918,Maine,Auto,,40372
1918,Maine,Bus,,0
1918,Maine,Truck,,4200
1918,Maine,Motorcycle,,1497
1918,Maryland,Auto,,64439
1918,Maryland,Bus,,0
1918,Maryland,Truck,,13354
1918,Maryland,Motorcycle,,5351
1918,Massachusetts,Auto,,160486
1918,Massachusetts,Bus,,0
1918,Massachusetts,Truck,,33011
1918,Massachusetts,Motorcycle,,12862
1918,Michigan,Auto,,235608
1918,Michigan,Bus,,0
1918,Michigan,Truck,,26517
1918,Michigan,Motorcycle,,7818
1918,Minnesota,Auto,,194458
1918,Minnesota,Bus,,0
1918,Minnesota,Truck,,10000
1918,Minnesota,Motorcycle,,5021
1918,Mississippi,Auto,,46000
1918,Mississippi,Bus,,0
1918,Mississippi,Truck,,2400
1918,Mississippi,Motorcycle,,1000
1918,Missouri,Auto,,171040
1918,Missouri,Bus,,0
1918,Missouri,Truck,,17000
1918,Missouri,Motorcycle,,3980
1918,Montana,Auto,,46273
1918,Montana,Bus,,0
1918,Montana,Truck,,4780
1918,Montana,Motorcycle,,852
1918,Nebraska,Auto,,165374
1918,Nebraska,Bus,,0
1918,Nebraska,Truck,,8000
1918,Nebraska,Motorcycle,,2900
1918,Nevada,Auto,,7659
1918,Nevada,Bus,,0
1918,Nevada,Truck,,500
1918,Nevada,Motorcycle,,121
1918,New Hampshire,Auto,,22106
1918,New Hampshire,Bus,,0
1918,New Hampshire,Truck,,2711
1918,New Hampshire,Motorcycle,,2453
1918,New Jersey,Auto,,124319
1918,New Jersey,Bus,,0
1918,New Jersey,Truck,,31200
1918,New Jersey,Motorcycle,,12517
1918,New Mexico,Auto,,16130
1918,New Mexico,Bus,,0
1918,New Mexico,Truck,,1450
1918,New Mexico,Motorcycle,,300
1918,New York,Auto,,383979
1918,New York,Bus,,0
1918,New York,Truck,,77527
1918,New York,Motorcycle,,28597
1918,North Carolina,Auto,,67313
1918,North Carolina,Bus,,0
1918,North Carolina,Truck,,5000
1918,North Carolina,Motorcycle,,1333
1918,North Dakota,Auto,,70578
1918,North Dakota,Bus,,0
1918,North Dakota,Truck,,1100
1918,North Dakota,Motorcycle,,1659
1918,Ohio,Auto,,367775
1918,Ohio,Bus,,0
1918,Ohio,Truck,,47000
1918,Ohio,Motorcycle,,20717
1918,Oklahoma,Auto,,117500
1918,Oklahoma,Bus,,0
1918,Oklahoma,Truck,,4000
1918,Oklahoma,Motorcycle,,1622
1918,Oregon,Auto,,57424
1918,Oregon,Bus,,0
1918,Oregon,Truck,,5900
1918,Oregon,Motorcycle,,3501
1918,Pennsylvania,Auto,,332465
1918,Pennsylvania,Bus,,0
1918,Pennsylvania,Truck,,63005
1918,Pennsylvania,Motorcycle,,26621
1918,Rhode Island,Auto,,29178
1918,Rhode Island,Bus,,0
1918,Rhode Island,Truck,,7040
1918,Rhode Island,Motorcycle,,1464
1918,South Carolina,Auto,,49492
1918,South Carolina,Bus,,0
1918,South Carolina,Truck,,6000
1918,South Carolina,Motorcycle,,1147
1918,South Dakota,Auto,,85521
1918,South Dakota,Bus,,0
1918,South Dakota,Truck,,5000
1918,South Dakota,Motorcycle,,1323
1918,Tennessee,Auto,,56100
1918,Tennessee,Bus,,0
1918,Tennessee,Truck,,6900
1918,Tennessee,Motorcycle,,800
1918,Texas,Auto,,241118
1918,Texas,Bus,,0
1918,Texas,Truck,,10000
1918,Texas,Motorcycle,,2496
1918,Utah,Auto,,27204
1918,Utah,Bus,,0
1918,Utah,Truck,,5069
1918,Utah,Motorcycle,,1298
1918,Vermont,Auto,,20681
1918,Vermont,Bus,,0
1918,Vermont,Truck,,1872
1918,Vermont,Motorcycle,,734
1918,Virginia,Auto,,66228
1918,Virginia,Bus,,0
1918,Virginia,Truck,,6000
1918,Virginia,Motorcycle,,2414
1918,Washington,Auto,,102137
1918,Washington,Bus,,0
1918,Washington,Truck,,16117
1918,Washington,Motorcycle,,6317
1918,West Virginia,Auto,,34950
1918,West Virginia,Bus,,0
1918,West Virginia,Truck,,3800
1918,West Virginia,Motorcycle,,825
1918,Wisconsin,Auto,,189436
1918,Wisconsin,Bus,,0
1918,Wisconsin,Truck,,6817
1918,Wisconsin,Motorcycle,,7238
1918,Wyoming,Auto,,14300
1918,Wyoming,Bus,,0
1918,Wyoming,Truck,,1900
1918,Wyoming,Motorcycle,,313
1919,Alabama,Auto,,48649
1919,Alabama,Bus,,0
1919,Alabama,Truck,,10249
1919,Alabama,Motorcycle,,1103
1919,Alaska,Auto,,0
1919,Alaska,Bus,,0
1919,Alaska,Truck,,0
1919,Alaska,Motorcycle,,0
1919,Arizona,Auto,,25199
1919,Arizona,Bus,,0
1919,Arizona,Truck,,3780
1919,Arizona,Motorcycle,,596
1919,Arkansas,Auto,,48890
1919,Arkansas,Bus,,0
1919,Arkansas,Truck,,560
1919,Arkansas,Motorcycle,,0
1919,California,Auto,,414097
1919,California,Bus,,0
1919,California,Truck,,65000
1919,California,Motorcycle,,28028
1919,Colorado,Auto,,94665
1919,Colorado,Bus,,0
1919,Colorado,Truck,,10200
1919,Colorado,Motorcycle,,3636
1919,Connecticut,Auto,,83549
1919,Connecticut,Bus,,0
1919,Connecticut,Truck,,18861
1919,Connecticut,Motorcycle,,4495
1919,Delaware,Auto,,13072
1919,Delaware,Bus,,0
1919,Delaware,Truck,,3080
1919,Delaware,Motorcycle,,699
1919,District of Columbia,Auto,,29800
1919,District of Columbia,Bus,,0
1919,District of Columbia,Truck,,5600
1919,District of Columbia,Motorcycle,,2412
1919,Florida,Auto,,48594
1919,Florida,Bus,,0
1919,Florida,Truck,,6806
1919,Florida,Motorcycle,,1412
1919,Georgia,Auto,,127000
1919,Georgia,Bus,,0
1919,Georgia,Truck,,10000
1919,Georgia,Motorcycle,,1722
1919,Hawaii,Auto,,0
1919,Hawaii,Bus,,0
1919,Hawaii,Truck,,0
1919,Hawaii,Motorcycle,,0
1919,Idaho,Auto,,38680
1919,Idaho,Bus,,0
1919,Idaho,Truck,,3540
1919,Idaho,Motorcycle,,731
1919,Illinois,Auto,,424638
1919,Illinois,Bus,,0
1919,Illinois,Truck,,53800
1919,Illinois,Motorcycle,,10920
1919,Indiana,Auto,,205355
1919,Indiana,Bus,,0
1919,Indiana,Truck,,21900
1919,Indiana,Motorcycle,,8995
1919,Iowa,Auto,,340243
1919,Iowa,Bus,,0
1919,Iowa,Truck,,23800
1919,Iowa,Motorcycle,,3035
1919,Kansas,Auto,,212800
1919,Kansas,Bus,,0
1919,Kansas,Truck,,16800
1919,Kansas,Motorcycle,,4000
1919,Kentucky,Auto,,80903
1919,Kentucky,Bus,,0
1919,Kentucky,Truck,,9105
1919,Kentucky,Motorcycle,,1503
1919,Louisiana,Auto,,45900
1919,Louisiana,Bus,,0
1919,Louisiana,Truck,,5100
1919,Louisiana,Motorcycle,,500
1919,Maine,Auto,,47630
1919,Maine,Bus,,0
1919,Maine,Truck,,5795
1919,Maine,Motorcycle,,1608
1919,Maryland,Auto,,78528
1919,Maryland,Bus,,0
1919,Maryland,Truck,,17106
1919,Maryland,Motorcycle,,5872
1919,Massachusetts,Auto,,205372
1919,Massachusetts,Bus,,0
1919,Massachusetts,Truck,,41810
1919,Massachusetts,Motorcycle,,13698
1919,Michigan,Auto,,288708
1919,Michigan,Bus,,0
1919,Michigan,Truck,,37105
1919,Michigan,Motorcycle,,7875
1919,Minnesota,Auto,,241341
1919,Minnesota,Bus,,0
1919,Minnesota,Truck,,18400
1919,Minnesota,Motorcycle,,6389
1919,Mississippi,Auto,,56000
1919,Mississippi,Bus,,0
1919,Mississippi,Truck,,3000
1919,Mississippi,Motorcycle,,1200
1919,Missouri,Auto,,220163
1919,Missouri,Bus,,0
1919,Missouri,Truck,,24200
1919,Missouri,Motorcycle,,4131
1919,Montana,Auto,,52607
1919,Montana,Bus,,0
1919,Montana,Truck,,5510
1919,Montana,Motorcycle,,847
1919,Nebraska,Auto,,198000
1919,Nebraska,Bus,,0
1919,Nebraska,Truck,,12000
1919,Nebraska,Motorcycle,,2500
1919,Nevada,Auto,,8665
1919,Nevada,Bus,,0
1919,Nevada,Truck,,640
1919,Nevada,Motorcycle,,125
1919,New Hampshire,Auto,,27882
1919,New Hampshire,Bus,,0
1919,New Hampshire,Truck,,3743
1919,New Hampshire,Motorcycle,,2632
1919,New Jersey,Auto,,142673
1919,New Jersey,Bus,,0
1919,New Jersey,Truck,,48200
1919,New Jersey,Motorcycle,,11416
1919,New Mexico,Auto,,15634
1919,New Mexico,Bus,,0
1919,New Mexico,Truck,,2450
1919,New Mexico,Motorcycle,,200
1919,New York,Auto,,446593
1919,New York,Bus,,0
1919,New York,Truck,,119918
1919,New York,Motorcycle,,28561
1919,North Carolina,Auto,,99825
1919,North Carolina,Bus,,0
1919,North Carolina,Truck,,9192
1919,North Carolina,Motorcycle,,1459
1919,North Dakota,Auto,,81571
1919,North Dakota,Bus,,0
1919,North Dakota,Truck,,1314
1919,North Dakota,Motorcycle,,901
1919,Ohio,Auto,,444431
1919,Ohio,Bus,,0
1919,Ohio,Truck,,66600
1919,Ohio,Motorcycle,,20000
1919,Oklahoma,Auto,,138500
1919,Oklahoma,Bus,,0
1919,Oklahoma,Truck,,6000
1919,Oklahoma,Motorcycle,,1310
1919,Oregon,Auto,,74132
1919,Oregon,Bus,,0
1919,Oregon,Truck,,9200
1919,Oregon,Motorcycle,,3570
1919,Pennsylvania,Auto,,384737
1919,Pennsylvania,Bus,,0
1919,Pennsylvania,Truck,,97380
1919,Pennsylvania,Motorcycle,,25760
1919,Rhode Island,Auto,,36494
1919,Rhode Island,Bus,,0
1919,Rhode Island,Truck,,8339
1919,Rhode Island,Motorcycle,,2301
1919,South Carolina,Auto,,61143
1919,South Carolina,Bus,,0
1919,South Carolina,Truck,,9000
1919,South Carolina,Motorcycle,,869
1919,South Dakota,Auto,,97993
1919,South Dakota,Bus,,0
1919,South Dakota,Truck,,6635
1919,South Dakota,Motorcycle,,880
1919,Tennessee,Auto,,71122
1919,Tennessee,Bus,,0
1919,Tennessee,Truck,,9300
1919,Tennessee,Motorcycle,,1133
1919,Texas,Auto,,315110
1919,Texas,Bus,,0
1919,Texas,Truck,,16200
1919,Texas,Motorcycle,,3889
1919,Utah,Auto,,30236
1919,Utah,Bus,,0
1919,Utah,Truck,,5000
1919,Utah,Motorcycle,,1185
1919,Vermont,Auto,,24405
1919,Vermont,Bus,,0
1919,Vermont,Truck,,2402
1919,Vermont,Motorcycle,,800
1919,Virginia,Auto,,83200
1919,Virginia,Bus,,0
1919,Virginia,Truck,,10900
1919,Virginia,Motorcycle,,2520
1919,Washington,Auto,,136500
1919,Washington,Bus,,0
1919,Washington,Truck,,12275
1919,Washington,Motorcycle,,5050
1919,West Virginia,Auto,,43723
1919,West Virginia,Bus,,0
1919,West Virginia,Truck,,6480
1919,West Virginia,Motorcycle,,994
1919,Wisconsin,Auto,,225410
1919,Wisconsin,Bus,,0
1919,Wisconsin,Truck,,10880
1919,Wisconsin,Motorcycle,,7223
1919,Wyoming,Auto,,18771
1919,Wyoming,Bus,,0
1919,Wyoming,Truck,,2600
1919,Wyoming,Motorcycle,,353
1920,Alabama,Auto,,61941
1920,Alabama,Bus,,0
1920,Alabama,Truck,,12696
1920,Alabama,Motorcycle,,1035
1920,Alaska,Auto,,0
1920,Alaska,Bus,,0
1920,Alaska,Truck,,0
1920,Alaska,Motorcycle,,0
1920,Arizona,Auto,,30301
